date,location,crop,price_per_kg,temperature_c,rainfall_mm,market_arrivals_kg,festival_flag,demand_kg
2024-01-20,Ghaziabad,Maize,21.4,16.2,0.0,1525,0,1135
2024-01-21,Ghaziabad,Maize,21.4,16.0,0.0,1562,0,1172
2024-01-22,Ghaziabad,Maize,21.6,16.3,0.0,1594,0,1191
2024-01-23,Ghaziabad,Maize,22.1,16.5,1.1,1631,0,1227
2024-01-24,Ghaziabad,Maize,21.9,16.1,0.0,1665,0,1229
2024-01-25,Ghaziabad,Maize,21.9,16.1,0.8,1692,1,1386
2024-01-26,Gurugram,Maize,23.0,16.0,0.0,1294,0,969
2024-01-27,Gurugram,Maize,23.2,16.5,0.0,1301,0,964
2024-01-28,Gurugram,Maize,23.3,16.4,0.0,1363,0,1027
2024-01-29,Gurugram,Maize,23.2,16.6,0.0,1385,0,1028
2024-01-30,Gurugram,Maize,23.5,16.9,0.0,1416,0,1053
2024-01-31,Gurugram,Maize,23.8,16.5,1.5,1425,0,1048
2024-02-01,Gurugram,Maize,23.8,16.9,0.0,1483,0,1099
2024-02-02,Gurugram,Maize,24.0,16.5,0.0,1477,0,1092
2024-02-03,Gurugram,Maize,24.0,16.7,0.0,1530,0,1125
2024-02-04,Gurugram,Maize,24.1,16.5,0.0,1556,1,1254
2024-02-05,Faridabad,Maize,21.3,16.8,0.3,1233,0,913
2024-02-06,Faridabad,Maize,21.4,17.1,0.0,1276,0,953
2024-02-07,Faridabad,Maize,21.4,16.6,0.0,1280,0,955
2024-02-08,Faridabad,Maize,21.7,17.0,0.0,1336,0,994
2024-02-09,Faridabad,Maize,21.7,16.8,0.4,1348,0,1017
2024-02-10,Faridabad,Maize,21.7,16.9,0.0,1400,0,1033
2024-02-11,Faridabad,Maize,22.2,17.5,0.0,1408,0,1051
2024-02-12,Faridabad,Maize,22.1,17.3,0.0,1444,0,1062
2024-02-13,Faridabad,Maize,22.5,17.7,0.0,1461,0,1099
2024-02-14,Faridabad,Maize,22.7,17.6,1.3,1513,1,1228
2024-02-15,Sonipat,Maize,20.5,16.7,0.0,1096,0,818
2024-02-16,Sonipat,Maize,20.4,16.8,0.0,1127,0,846
2024-02-17,Sonipat,Maize,20.7,16.9,0.0,1137,0,858
2024-02-18,Sonipat,Maize,20.8,17.0,0.0,1201,0,897
2024-02-19,Sonipat,Maize,21.0,17.2,0.0,1220,0,912
2024-02-20,Sonipat,Maize,20.9,16.5,0.0,1251,0,937
2024-02-21,Sonipat,Maize,21.4,17.3,0.7,1292,0,957
2024-02-22,Sonipat,Maize,21.4,17.1,0.0,1301,0,957
2024-02-23,Sonipat,Maize,21.5,17.5,0.0,1342,0,1007
2024-02-24,Sonipat,Maize,21.6,17.3,0.0,1371,1,1125
2024-02-25,Panipat,Maize,20.2,17.4,0.8,1061,0,787
2024-02-26,Panipat,Maize,20.5,17.4,1.4,1098,0,814
2024-02-27,Panipat,Maize,20.4,17.5,0.0,1115,0,821
2024-02-28,Panipat,Maize,20.4,17.6,0.0,1139,0,844
2024-02-29,Panipat,Maize,20.5,17.9,0.0,1174,0,878
2024-03-01,Panipat,Maize,20.9,17.8,0.0,1183,0,885
2024-03-02,Panipat,Maize,20.7,17.3,0.0,1231,0,922
2024-03-03,Panipat,Maize,21.1,18.0,0.0,1266,0,951
2024-03-04,Panipat,Maize,21.4,18.3,1.3,1315,0,974
2024-03-05,Panipat,Maize,21.4,17.8,1.1,1300,1,1055
2024-03-06,Meerut,Maize,21.5,18.6,0.0,1346,0,992
2024-03-07,Meerut,Maize,21.7,19.0,0.0,1385,0,1027
2024-03-08,Meerut,Maize,21.9,18.9,0.0,1411,0,1064
2024-03-09,Meerut,Maize,22.2,19.1,1.2,1411,0,1055
2024-03-10,Meerut,Maize,22.2,19.2,0.0,1463,0,1084
2024-03-11,Meerut,Maize,22.5,19.2,1.3,1500,0,1113
2024-03-12,Meerut,Maize,22.3,19.3,0.0,1545,0,1147
2024-03-13,Meerut,Maize,22.6,19.4,0.0,1584,0,1191
2024-03-14,Meerut,Maize,22.7,19.6,0.0,1588,0,1189
2024-03-15,Meerut,Maize,22.9,19.7,0.0,1625,1,1335
2024-03-16,Rohtak,Maize,21.3,19.3,0.0,1030,0,761
2024-03-17,Rohtak,Maize,21.1,19.5,0.0,1032,0,760
2024-03-18,Rohtak,Maize,21.3,19.7,0.0,1057,0,777
2024-03-19,Rohtak,Maize,21.6,19.6,0.8,1064,0,793
2024-03-20,Rohtak,Maize,21.8,20.0,0.0,1121,0,839
2024-03-21,Rohtak,Maize,22.0,20.2,0.0,1156,0,862
2024-03-22,Rohtak,Maize,22.1,20.2,0.0,1176,0,873
2024-03-23,Rohtak,Maize,22.3,20.6,0.0,1202,0,904
2024-03-24,Rohtak,Maize,22.2,20.6,0.0,1234,0,909
2024-03-25,Rohtak,Maize,22.3,20.4,0.0,1251,1,1030
2024-03-26,Delhi,Maize,22.9,20.7,0.0,2498,0,1884
2024-03-27,Delhi,Maize,23.2,21.0,0.8,2541,0,1875
2024-03-28,Delhi,Maize,23.4,21.4,0.0,2606,0,1949
2024-03-29,Delhi,Maize,23.5,21.2,0.0,2635,0,1955
2024-03-30,Delhi,Maize,23.6,21.3,0.0,2705,0,1992
2024-03-31,Delhi,Maize,24.0,21.6,0.3,2740,0,2021
2024-04-01,Delhi,Maize,24.1,21.6,0.0,2807,0,2067
2024-04-02,Delhi,Maize,24.1,21.7,0.0,2848,0,2124
2024-04-03,Delhi,Maize,24.3,21.7,0.9,2899,0,2145
2024-04-04,Delhi,Maize,24.4,22.1,0.0,2951,1,2395
2024-04-05,Noida,Maize,23.0,22.7,1.1,1534,0,1151
2024-04-06,Noida,Maize,23.0,22.4,0.9,1574,0,1177
2024-04-07,Noida,Maize,22.9,22.4,0.0,1627,0,1196
2024-04-08,Noida,Maize,23.4,23.0,0.8,1641,0,1217
2024-04-09,Noida,Maize,23.4,22.9,0.9,1700,0,1272
2024-04-10,Noida,Maize,23.5,22.8,0.7,1736,0,1310
2024-04-11,Noida,Maize,23.3,22.8,0.0,1743,0,1309
2024-04-12,Noida,Maize,23.9,23.4,0.0,1774,0,1327
2024-04-13,Noida,Maize,23.8,23.2,0.0,1825,0,1349
2024-04-14,Noida,Maize,24.0,23.2,0.3,1870,1,1519
2024-04-15,Ghaziabad,Maize,22.6,23.5,0.0,1430,0,1073
2024-04-16,Ghaziabad,Maize,22.8,24.1,0.0,1464,0,1104
2024-04-17,Ghaziabad,Maize,22.8,23.7,0.0,1498,0,1107
2024-04-18,Ghaziabad,Maize,22.7,23.2,0.0,1513,0,1138
2024-04-19,Ghaziabad,Maize,23.0,23.5,0.0,1554,0,1164
2024-04-20,Ghaziabad,Maize,23.4,24.3,0.0,1573,0,1184
2024-04-21,Ghaziabad,Maize,23.4,23.9,0.0,1620,0,1192
2024-04-22,Ghaziabad,Maize,23.4,23.8,0.0,1640,0,1215
2024-04-23,Ghaziabad,Maize,23.7,24.6,0.0,1667,0,1235
2024-04-24,Ghaziabad,Maize,24.0,24.8,0.0,1723,1,1395
2024-04-25,Gurugram,Maize,25.0,25.1,0.0,1302,0,974
2024-04-26,Gurugram,Maize,25.1,24.7,1.0,1325,0,995
2024-04-27,Gurugram,Maize,25.1,25.3,0.6,1367,0,1024
2024-04-28,Gurugram,Maize,25.3,25.5,0.0,1396,0,1040
2024-04-29,Gurugram,Maize,25.6,25.6,0.0,1424,0,1060
2024-04-30,Gurugram,Maize,25.7,25.8,0.0,1469,0,1105
2024-05-01,Gurugram,Maize,25.9,25.8,0.7,1479,0,1109
2024-05-02,Gurugram,Maize,26.0,26.0,0.0,1517,0,1127
2024-05-03,Gurugram,Maize,26.0,26.0,0.0,1540,0,1158
2024-05-04,Gurugram,Maize,26.4,26.0,1.2,1576,1,1278
2024-05-05,Faridabad,Maize,23.5,26.3,0.0,1264,0,951
2024-05-06,Faridabad,Maize,23.8,26.3,1.3,1262,0,931
2024-05-07,Faridabad,Maize,23.7,26.2,0.0,1306,0,966
2024-05-08,Faridabad,Maize,23.8,26.6,0.0,1363,0,1027
2024-05-09,Faridabad,Maize,23.8,26.7,0.0,1371,0,1025
2024-05-10,Faridabad,Maize,24.2,26.5,0.0,1401,0,1032
2024-05-11,Faridabad,Maize,24.1,26.7,0.0,1450,0,1067
2024-05-12,Faridabad,Maize,24.5,27.2,0.0,1471,0,1101
2024-05-13,Faridabad,Maize,24.4,26.9,0.0,1505,0,1115
2024-05-14,Faridabad,Maize,24.7,27.3,0.0,1533,1,1237
2024-05-15,Sonipat,Maize,22.5,26.5,0.0,1130,0,847
2024-05-16,Sonipat,Maize,22.6,26.7,0.0,1136,0,844
2024-05-17,Sonipat,Maize,22.7,26.8,0.0,1178,0,881
2024-05-18,Sonipat,Maize,23.0,26.9,0.0,1205,0,887
2024-05-19,Sonipat,Maize,23.4,27.1,1.1,1245,0,922
2024-05-20,Sonipat,Maize,23.4,27.5,1.6,1280,0,959
2024-05-21,Sonipat,Maize,23.5,27.1,0.0,1310,0,988
2024-05-22,Sonipat,Maize,23.7,27.5,0.5,1324,0,989
2024-05-23,Sonipat,Maize,23.8,27.8,0.0,1369,0,1013
2024-05-24,Sonipat,Maize,23.9,27.6,0.0,1382,1,1142
2024-05-25,Panipat,Maize,22.3,27.8,0.0,1079,0,809
2024-05-26,Panipat,Maize,22.5,27.7,0.0,1099,0,817
2024-05-27,Panipat,Maize,22.8,28.2,0.0,1161,0,855
2024-05-28,Panipat,Maize,22.9,27.8,1.4,1161,0,860
2024-05-29,Panipat,Maize,22.9,28.4,0.0,1193,0,900
2024-05-30,Panipat,Maize,23.1,28.2,0.0,1229,0,926
2024-05-31,Panipat,Maize,23.2,28.0,0.0,1252,0,933
2024-06-01,Panipat,Maize,23.6,28.5,0.8,1277,0,952
2024-06-02,Panipat,Maize,23.6,28.3,0.0,1285,0,956
2024-06-03,Panipat,Maize,23.6,28.6,0.0,1338,1,1091
2024-06-04,Meerut,Maize,23.9,29.4,0.0,1355,0,997
2024-06-05,Meerut,Maize,23.9,28.7,0.0,1388,0,1034
2024-06-06,Meerut,Maize,24.1,29.1,0.0,1446,0,1067
2024-06-07,Meerut,Maize,24.3,29.1,0.5,1470,0,1104
2024-06-08,Meerut,Maize,24.3,29.2,0.0,1497,0,1116
2024-06-09,Meerut,Maize,24.4,29.2,0.0,1509,0,1134
2024-06-10,Meerut,Maize,24.6,29.3,0.0,1569,0,1164
2024-06-11,Meerut,Maize,24.7,29.6,0.0,1587,0,1184
2024-06-12,Meerut,Maize,25.0,29.3,0.0,1622,0,1220
2024-06-13,Meerut,Maize,25.0,29.8,0.0,1679,1,1358
2024-06-14,Rohtak,Maize,23.3,29.3,0.0,1043,0,770
2024-06-15,Rohtak,Maize,23.8,29.5,1.2,1064,0,785
2024-06-16,Rohtak,Maize,23.9,29.5,0.6,1073,0,794
2024-06-17,Rohtak,Maize,23.8,29.8,0.8,1106,0,834
2024-06-18,Rohtak,Maize,24.1,30.0,0.0,1166,0,873
2024-06-19,Rohtak,Maize,23.8,29.4,0.0,1167,0,867
2024-06-20,Rohtak,Maize,24.2,30.0,0.0,1205,0,888
2024-06-21,Rohtak,Maize,24.2,29.8,0.0,1225,0,905
2024-06-22,Rohtak,Maize,24.2,30.2,0.0,1243,0,914
2024-06-23,Rohtak,Maize,24.5,30.1,0.0,1272,1,1042
2024-06-24,Delhi,Maize,25.2,30.6,0.0,2530,0,1901
2024-06-25,Delhi,Maize,25.2,30.4,0.0,2543,0,1909
2024-06-26,Delhi,Maize,25.2,30.1,0.0,2616,0,1927
2024-06-27,Delhi,Maize,25.6,30.6,0.0,2666,0,1988
2024-06-28,Delhi,Maize,25.5,30.3,0.0,2722,0,2055
2024-06-29,Delhi,Maize,25.7,30.8,0.0,2756,0,2045
2024-06-30,Delhi,Maize,26.0,30.4,0.0,2817,0,2107
2024-07-01,Delhi,Maize,26.1,30.5,0.0,2867,0,2108
2024-07-02,Delhi,Maize,26.2,30.7,0.0,2928,0,2196
2024-07-03,Delhi,Maize,26.2,30.7,0.0,2957,1,2430
2024-07-04,Noida,Maize,24.7,31.1,0.6,1579,0,1189
2024-07-05,Noida,Maize,24.8,31.0,0.0,1626,0,1224
2024-07-06,Noida,Maize,24.9,31.3,0.9,1654,0,1222
2024-07-07,Noida,Maize,24.9,31.1,0.0,1667,0,1239
2024-07-08,Noida,Maize,25.0,30.9,0.4,1722,0,1294
2024-07-09,Noida,Maize,25.4,31.3,0.0,1739,0,1302
2024-07-10,Noida,Maize,25.2,31.0,0.0,1781,0,1316
2024-07-11,Noida,Maize,25.3,30.8,0.0,1823,0,1350
2024-07-12,Noida,Maize,25.5,31.2,0.0,1859,0,1370
2024-07-13,Noida,Maize,25.5,31.1,0.0,1875,1,1511
2024-07-14,Ghaziabad,Maize,24.2,30.8,0.0,1449,0,1074
2024-07-15,Ghaziabad,Maize,24.3,30.8,0.0,1471,0,1108
2024-07-16,Ghaziabad,Maize,24.5,30.8,0.0,1515,0,1140
2024-07-17,Ghaziabad,Maize,24.5,31.0,0.0,1527,0,1123
2024-07-18,Ghaziabad,Maize,24.8,31.1,0.0,1564,0,1157
2024-07-19,Ghaziabad,Maize,25.0,30.6,1.3,1620,0,1192
2024-07-20,Ghaziabad,Maize,25.0,31.0,0.0,1649,0,1231
2024-07-21,Ghaziabad,Maize,25.0,30.9,0.0,1689,0,1255
2024-07-22,Ghaziabad,Maize,25.1,31.0,0.0,1684,0,1256
2024-07-23,Ghaziabad,Maize,25.3,31.0,0.0,1746,1,1437
2024-07-24,Gurugram,Maize,26.3,30.9,0.0,1326,0,985
2024-07-25,Gurugram,Maize,26.2,31.2,0.0,1355,0,1015
2024-07-26,Gurugram,Maize,26.5,31.2,0.0,1401,0,1047
2024-07-27,Gurugram,Maize,26.6,30.8,1.2,1439,0,1082
2024-07-28,Gurugram,Maize,26.7,31.0,0.0,1462,0,1103
2024-07-29,Gurugram,Maize,26.8,31.0,0.0,1446,0,1067
2024-07-30,Gurugram,Maize,27.0,30.5,0.0,1513,0,1123
2024-07-31,Gurugram,Maize,27.1,31.2,0.3,1527,0,1141
2024-08-01,Gurugram,Maize,27.1,30.6,0.0,1574,0,1180
2024-08-02,Gurugram,Maize,27.2,30.8,0.0,1600,1,1307
2024-08-03,Faridabad,Maize,24.3,30.6,0.0,1275,0,961
2024-08-04,Faridabad,Maize,24.4,30.7,0.8,1305,0,966
2024-08-05,Faridabad,Maize,24.4,30.3,0.0,1332,0,985
2024-08-06,Faridabad,Maize,24.6,30.4,0.6,1384,0,1019
2024-08-07,Faridabad,Maize,24.9,30.7,0.7,1391,0,1031
2024-08-08,Faridabad,Maize,24.9,30.3,0.0,1424,0,1063
2024-08-09,Faridabad,Maize,24.9,30.2,0.0,1459,0,1075
2024-08-10,Faridabad,Maize,25.0,30.0,0.0,1500,0,1104
2024-08-11,Faridabad,Maize,25.3,30.1,0.0,1491,0,1119
2024-08-12,Faridabad,Maize,25.2,30.4,0.0,1554,1,1284
2024-08-13,Sonipat,Maize,23.1,29.4,0.0,1143,0,851
2024-08-14,Sonipat,Maize,23.3,29.9,0.0,1189,0,884
2024-08-15,Sonipat,Maize,23.4,29.4,0.0,1182,0,891
2024-08-16,Sonipat,Maize,23.9,29.4,1.0,1230,0,920
2024-08-17,Sonipat,Maize,23.5,29.4,0.0,1244,0,929
2024-08-18,Sonipat,Maize,23.8,29.4,0.7,1283,0,964
2024-08-19,Sonipat,Maize,23.7,29.3,0.0,1316,0,977
2024-08-20,Sonipat,Maize,23.9,29.2,0.0,1338,0,998
2024-08-21,Sonipat,Maize,24.2,29.2,1.2,1381,0,1039
2024-08-22,Sonipat,Maize,24.2,28.9,0.0,1407,1,1155
2024-08-23,Panipat,Maize,22.5,28.7,0.0,1117,0,832
2024-08-24,Panipat,Maize,22.6,28.7,0.0,1130,0,851
2024-08-25,Panipat,Maize,22.7,28.2,0.0,1138,0,846
2024-08-26,Panipat,Maize,22.8,28.3,0.0,1204,0,889
2024-08-27,Panipat,Maize,23.0,28.5,0.0,1191,0,887
2024-08-28,Panipat,Maize,23.4,28.6,0.3,1218,0,916
2024-08-29,Panipat,Maize,23.4,28.0,1.2,1265,0,937
2024-08-30,Panipat,Maize,23.5,28.1,0.8,1290,0,968
2024-08-31,Panipat,Maize,23.5,28.2,0.0,1316,0,992
2024-09-01,Panipat,Maize,23.7,28.4,0.0,1349,1,1112
2024-09-02,Meerut,Maize,23.9,28.2,1.5,1369,0,1013
2024-09-03,Meerut,Maize,23.9,28.3,0.0,1402,0,1054
2024-09-04,Meerut,Maize,24.0,28.0,0.0,1460,0,1091
2024-09-05,Meerut,Maize,23.9,28.3,0.0,1467,0,1081
2024-09-06,Meerut,Maize,24.0,27.7,0.0,1508,0,1136
2024-09-07,Meerut,Maize,24.1,27.6,0.4,1549,0,1143
2024-09-08,Meerut,Maize,24.3,27.8,0.0,1583,0,1184
2024-09-09,Meerut,Maize,24.5,27.3,0.0,1615,0,1216
2024-09-10,Meerut,Maize,24.6,27.7,0.3,1650,0,1226
2024-09-11,Meerut,Maize,24.6,27.2,0.0,1670,1,1373
2024-09-12,Rohtak,Maize,23.0,27.0,0.7,1049,0,774
2024-09-13,Rohtak,Maize,23.0,27.0,0.0,1060,0,790
2024-09-14,Rohtak,Maize,23.2,27.1,0.0,1089,0,808
2024-09-15,Rohtak,Maize,23.2,26.8,0.0,1141,0,857
2024-09-16,Rohtak,Maize,23.2,27.1,0.0,1170,0,860
2024-09-17,Rohtak,Maize,23.3,26.4,0.0,1186,0,885
2024-09-18,Rohtak,Maize,23.5,26.3,0.0,1212,0,892
2024-09-19,Rohtak,Maize,23.6,26.5,0.0,1228,0,907
2024-09-20,Rohtak,Maize,23.3,25.9,0.0,1273,0,937
2024-09-21,Rohtak,Maize,23.8,26.0,1.2,1274,1,1045
2024-09-22,Delhi,Maize,24.2,26.3,0.0,2520,0,1876
2024-09-23,Delhi,Maize,24.2,26.2,0.0,2602,0,1930
2024-09-24,Delhi,Maize,24.2,25.7,0.0,2605,0,1957
2024-09-25,Delhi,Maize,24.1,25.6,0.0,2679,0,1985
2024-09-26,Delhi,Maize,24.5,25.8,0.0,2744,0,2039
2024-09-27,Delhi,Maize,24.8,25.5,1.2,2790,0,2091
2024-09-28,Delhi,Maize,24.9,25.5,1.1,2831,0,2085
2024-09-29,Delhi,Maize,24.9,25.5,0.0,2863,0,2152
2024-09-30,Delhi,Maize,24.9,25.3,0.0,2954,0,2192
2024-10-01,Delhi,Maize,25.1,25.1,0.0,3004,1,2423
2024-10-02,Noida,Maize,23.5,25.0,1.4,1586,0,1171
2024-10-03,Noida,Maize,23.4,25.0,0.0,1607,0,1197
2024-10-04,Noida,Maize,23.5,25.0,0.0,1658,0,1240
2024-10-05,Noida,Maize,23.8,25.0,0.0,1698,0,1271
2024-10-06,Noida,Maize,23.8,25.0,0.0,1725,0,1287
2024-10-07,Noida,Maize,23.7,24.5,0.0,1743,0,1313
2024-10-08,Noida,Maize,23.7,24.6,0.0,1796,0,1341
2024-10-09,Noida,Maize,24.0,24.4,0.0,1836,0,1376
2024-10-10,Noida,Maize,24.1,24.5,0.0,1858,0,1395
2024-10-11,Noida,Maize,24.3,24.2,0.0,1927,1,1584
2024-10-12,Ghaziabad,Maize,22.7,23.9,0.0,1449,0,1077
2024-10-13,Ghaziabad,Maize,22.6,23.3,0.5,1513,0,1139
2024-10-14,Ghaziabad,Maize,23.0,23.6,0.3,1518,0,1121
2024-10-15,Ghaziabad,Maize,22.9,23.8,0.0,1565,0,1179
2024-10-16,Ghaziabad,Maize,23.1,23.2,1.0,1590,0,1187
2024-10-17,Ghaziabad,Maize,23.3,23.2,1.3,1623,0,1212
2024-10-18,Ghaziabad,Maize,23.3,23.2,0.0,1655,0,1225
2024-10-19,Ghaziabad,Maize,23.0,22.8,0.0,1698,0,1250
2024-10-20,Ghaziabad,Maize,23.4,23.1,0.0,1717,0,1290
2024-10-21,Ghaziabad,Maize,23.3,22.6,0.0,1751,1,1424
2024-10-22,Gurugram,Maize,24.4,22.9,0.9,1335,0,992
2024-10-23,Gurugram,Maize,24.3,22.5,0.0,1378,0,1035
2024-10-24,Gurugram,Maize,24.5,22.4,0.6,1411,0,1056
2024-10-25,Gurugram,Maize,24.6,22.1,0.3,1454,0,1074
2024-10-26,Gurugram,Maize,24.7,22.0,0.0,1475,0,1091
2024-10-27,Gurugram,Maize,24.8,22.3,0.0,1505,0,1131
2024-10-28,Gurugram,Maize,25.0,22.2,0.0,1532,0,1137
2024-10-29,Gurugram,Maize,25.0,21.8,0.0,1552,0,1172
2024-10-30,Gurugram,Maize,25.2,22.0,0.0,1608,0,1202
2024-10-31,Gurugram,Maize,25.1,21.3,0.0,1595,1,1306
2024-11-01,Faridabad,Maize,22.4,21.5,0.0,1302,0,971
2024-11-02,Faridabad,Maize,22.4,21.5,0.0,1335,0,988
2024-11-03,Faridabad,Maize,22.6,21.5,0.0,1363,0,1018
2024-11-04,Faridabad,Maize,22.9,21.5,0.0,1367,0,1012
2024-11-05,Faridabad,Maize,22.7,20.9,0.0,1426,0,1069
2024-11-06,Faridabad,Maize,22.8,20.7,0.0,1461,0,1075
2024-11-07,Faridabad,Maize,22.8,20.6,0.0,1493,0,1111
2024-11-08,Faridabad,Maize,23.2,20.8,0.4,1496,0,1116
2024-11-09,Faridabad,Maize,23.1,20.5,0.0,1528,0,1140
2024-11-10,Faridabad,Maize,23.3,20.7,0.0,1549,1,1282
2024-11-11,Sonipat,Maize,21.0,19.5,0.0,1166,0,873
2024-11-12,Sonipat,Maize,21.2,19.3,0.0,1205,0,902
2024-11-13,Sonipat,Maize,21.4,19.5,0.7,1229,0,919
2024-11-14,Sonipat,Maize,21.1,19.2,0.0,1268,0,946
2024-11-15,Sonipat,Maize,21.6,19.1,1.4,1277,0,941
2024-11-16,Sonipat,Maize,21.6,19.3,0.0,1321,0,974
2024-11-17,Sonipat,Maize,21.7,18.8,1.0,1329,0,979
2024-11-18,Sonipat,Maize,21.7,19.5,0.0,1384,0,1028
2024-11-19,Sonipat,Maize,21.8,18.8,0.0,1392,0,1038
2024-11-20,Sonipat,Maize,22.0,18.8,0.0,1416,1,1151
2024-11-21,Panipat,Maize,20.4,18.9,0.0,1120,0,837
2024-11-22,Panipat,Maize,20.7,18.4,1.1,1171,0,878
2024-11-23,Panipat,Maize,20.4,18.4,0.0,1197,0,880
2024-11-24,Panipat,Maize,20.6,18.4,0.0,1235,0,929
2024-11-25,Panipat,Maize,20.7,18.1,0.0,1233,0,921
2024-11-26,Panipat,Maize,20.7,17.9,0.0,1265,0,944
2024-11-27,Panipat,Maize,21.0,18.1,0.0,1273,0,953
2024-11-28,Panipat,Maize,20.9,17.8,0.0,1326,0,998
2024-11-29,Panipat,Maize,21.3,17.9,0.0,1356,0,1009
2024-11-30,Panipat,Maize,21.4,17.4,1.2,1343,1,1112
2024-12-01,Meerut,Maize,21.5,17.8,0.0,1418,0,1055
2024-12-02,Meerut,Maize,21.4,17.8,0.0,1438,0,1085
2024-12-03,Meerut,Maize,21.5,17.7,0.0,1466,0,1097
2024-12-04,Meerut,Maize,21.7,17.8,0.0,1475,0,1096
2024-12-05,Meerut,Maize,22.0,17.3,0.0,1516,0,1116
2024-12-06,Meerut,Maize,22.0,17.5,0.0,1567,0,1182
2024-12-07,Meerut,Maize,21.9,17.5,0.0,1582,0,1173
2024-12-08,Meerut,Maize,22.3,17.7,0.8,1635,0,1209
2024-12-09,Meerut,Maize,22.3,17.4,0.0,1653,0,1226
2024-12-10,Meerut,Maize,22.4,17.5,0.0,1684,1,1379
2024-12-11,Rohtak,Maize,20.6,17.0,0.0,1085,0,807
2024-12-12,Rohtak,Maize,20.9,16.9,0.0,1108,0,833
2024-12-13,Rohtak,Maize,20.9,16.9,0.0,1118,0,828
2024-12-14,Rohtak,Maize,20.7,16.9,0.0,1160,0,866
2024-12-15,Rohtak,Maize,21.0,16.8,0.0,1186,0,882
2024-12-16,Rohtak,Maize,21.1,16.6,0.0,1200,0,896
2024-12-17,Rohtak,Maize,21.2,16.6,0.0,1243,0,934
2024-12-18,Rohtak,Maize,21.5,16.6,0.0,1238,0,930
2024-12-19,Rohtak,Maize,21.6,16.8,0.0,1288,0,957
2024-12-20,Rohtak,Maize,21.7,16.7,0.0,1339,1,1085
2024-12-21,Delhi,Maize,22.3,16.8,0.4,2581,0,1924
2024-12-22,Delhi,Maize,22.2,16.7,0.0,2601,0,1935
2024-12-23,Delhi,Maize,22.2,16.4,0.0,2653,0,1971
2024-12-24,Delhi,Maize,22.3,16.5,0.0,2680,0,2015
2024-12-25,Delhi,Maize,22.7,16.4,0.4,2745,0,2066
2024-12-26,Delhi,Maize,22.5,16.8,0.0,2811,0,2102
2024-12-27,Delhi,Maize,22.6,16.3,0.5,2869,0,2129
2024-12-28,Delhi,Maize,22.8,16.3,0.0,2913,0,2149
2024-12-29,Delhi,Maize,23.1,16.5,0.3,2934,0,2181
2024-12-30,Delhi,Maize,23.1,16.5,0.0,3006,1,2445
2024-12-31,Noida,Maize,21.3,16.4,0.0,1616,0,1195
2025-01-01,Noida,Maize,21.6,16.1,0.5,1653,0,1233
2025-01-02,Noida,Maize,21.9,16.5,0.7,1680,0,1268
2025-01-03,Noida,Maize,21.7,16.2,0.0,1716,0,1269
2025-01-04,Noida,Maize,21.8,16.0,0.0,1731,0,1284
2025-01-05,Noida,Maize,21.8,16.2,0.0,1807,0,1358
2025-01-06,Noida,Maize,22.3,16.4,1.2,1825,0,1361
2025-01-07,Noida,Maize,22.2,16.1,0.0,1859,0,1371
2025-01-08,Noida,Maize,22.3,16.1,0.5,1911,0,1430
2025-01-09,Noida,Maize,22.3,16.0,0.0,1905,1,1562
2025-01-10,Ghaziabad,Maize,21.1,15.9,0.0,1485,0,1098
2025-01-11,Ghaziabad,Maize,21.1,16.4,0.0,1514,0,1136
2025-01-12,Ghaziabad,Maize,21.2,15.8,0.0,1552,0,1164
2025-01-13,Ghaziabad,Maize,21.3,16.2,0.0,1566,0,1159
2025-01-14,Ghaziabad,Maize,21.3,16.5,0.0,1593,0,1194
2025-01-15,Ghaziabad,Maize,21.7,16.1,1.1,1633,0,1221
2025-01-16,Ghaziabad,Maize,21.6,15.7,0.0,1690,0,1243
2025-01-17,Ghaziabad,Maize,21.8,16.1,0.0,1719,0,1284
2025-01-18,Ghaziabad,Maize,21.9,16.1,0.0,1756,0,1297
2025-01-19,Ghaziabad,Maize,22.0,16.3,0.0,1765,1,1434
2025-01-20,Gurugram,Maize,23.0,16.8,0.0,1380,0,1017
2025-01-21,Gurugram,Maize,23.2,16.4,1.0,1386,0,1030
2025-01-22,Gurugram,Maize,23.5,16.6,0.0,1439,0,1077
2025-01-23,Gurugram,Maize,23.4,16.1,0.0,1443,0,1086
2025-01-24,Gurugram,Maize,23.7,16.3,0.0,1491,0,1103
2025-01-25,Gurugram,Maize,23.7,16.4,0.0,1506,0,1119
2025-01-26,Gurugram,Maize,23.8,16.5,0.0,1548,0,1159
2025-01-27,Gurugram,Maize,23.8,16.6,0.0,1564,0,1171
2025-01-28,Gurugram,Maize,23.8,16.6,0.0,1626,0,1209
2025-01-29,Gurugram,Maize,24.2,16.5,0.0,1626,1,1325
2025-01-30,Faridabad,Maize,21.2,16.4,0.0,1309,0,982
2025-01-31,Faridabad,Maize,21.4,16.7,0.0,1343,0,1013
2025-02-01,Faridabad,Maize,21.5,16.3,0.9,1363,0,1010
2025-02-02,Faridabad,Maize,21.7,16.6,0.0,1403,0,1055
2025-02-03,Faridabad,Maize,21.9,16.8,1.2,1444,0,1071
2025-02-04,Faridabad,Maize,22.1,16.8,0.0,1470,0,1084
2025-02-05,Faridabad,Maize,22.2,17.0,0.0,1491,0,1118
